Data,Fix,Top,Premium M.,Premium F.,Multiprev M.,Multiprev F.,Previdence,XP Prev,Access,Synta,Capit D. Inc,Capit D. Inc F.,Aquila6,Strategy,CW1,Inflation,Index,Alfa,Harpia,Emb,Portfolio,Multi,Volks Fusca,Fcopel,São Paulo,Reit,Reit 90,Top-Cotas,Premium M.-Cotas,Premium F.-Cotas,Multiprev M.-Cotas,Multiprev F.-Cotas,Previdence-Cotas,XP Prev-Cotas,Access-Cotas,Synta-Cotas,Capit D. Inc-Cotas,Capit D. Inc F.-Cotas,Aquila6-Cotas,Strategy-Cotas,CW1-Cotas,Inflation-Cotas,Index-Cotas,Alfa-Cotas,Harpia-Cotas,Emb-Cotas,Portfolio-Cotas,Multi-Cotas,Volks Fusca-Cotas,Fcopel-Cotas,São Paulo-Cotas,Reit-Cotas,Reit 90-Cotas
1/20/2015,141%,138%,209%,188%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,310%,283%,#N/A,361%,342%,273%,365%,148%,267%,-48%,#N/A,#N/A,#N/A,#N/A,#N/A,297562168.62,297832931.26,39170631.46,39149785.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56700853.14,136935278.96,#N/A,61425613.36,61396050.51,45841540.99,59518720.54,109758791.39,310287957.32,270430905.70,#N/A,#N/A,#N/A,#N/A,#N/A
1/21/2015,107%,103%,143%,127%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138%,243%,#N/A,122%,115%,151%,138%,151%,247%,221%,#N/A,#N/A,#N/A,#N/A,#N/A,297900175.15,298272858.12,39334918.58,39336422.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56734845.61,137079813.91,#N/A,61458065.37,61426648.72,45871555.13,59554377.86,109830878.13,311621012.82,270690449.85,#N/A,#N/A,#N/A,#N/A,#N/A
1/22/2015,100%,96%,111%,105%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17%,65%,#N/A,-198%,-200%,-37%,-72%,153%,71%,206%,#N/A,#N/A,#N/A,#N/A,#N/A,298229418.06,298471301.67,39648941.34,39624298.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56730756.17,137118691.36,#N/A,61405121.26,61373201.91,45864090.20,59535870.61,109904114.92,311716644.90,271932870.44,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/2015,73%,70%,107%,101%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,235%,57%,#N/A,192%,183%,208%,266%,152%,34%,74%,#N/A,#N/A,#N/A,#N/A,#N/A,298252780.95,298492441.65,39668093.19,39642406.95,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56791197.51,137154174.63,#N/A,61458619.70,61423962.70,45907368.74,59607578.88,109979950.98,311764163.33,272020243.05,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/2015,138%,135%,95%,91%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72%,7%,#N/A,-10%,-20%,54%,29%,180%,-8%,46%,#N/A,#N/A,#N/A,#N/A,#N/A,297039297.10,297294501.10,39685141.30,39658725.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56809677.68,137158732.97,#N/A,61455881.54,61418484.59,45918651.77,59615492.41,110069313.33,311752951.44,272077426.07,#N/A,#N/A,#N/A,#N/A,#N/A
1/27/2015,108%,105%,108%,102%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84%,116%,#N/A,79%,69%,81%,71%,164%,88%,15%,#N/A,#N/A,#N/A,#N/A,#N/A,297444847.88,297699833.95,39704605.50,39677099.60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56831406.73,137230573.73,#N/A,61477868.63,61437732.18,45935411.51,59634720.16,110151138.40,311877312.89,272096128.76,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/2015,108%,104%,73%,73%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,116%,-55%,#N/A,33%,23%,97%,139%,158%,-80%,87%,#N/A,#N/A,#N/A,#N/A,#N/A,297259842.34,297506569.42,39717787.50,39690133.97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60861226.66,137196341.99,#N/A,61486923.51,61444046.73,45955532.99,59672120.18,110229713.66,311764970.23,272203553.82,#N/A,#N/A,#N/A,#N/A,#N/A
1/29/2015,110%,106%,163%,149%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208%,320%,#N/A,219%,209%,194%,241%,158%,310%,-39%,#N/A,#N/A,#N/A,#N/A,#N/A,297497210.61,297738979.50,44297134.09,44266909.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60918586.07,137395344.61,#N/A,61547919.69,61502273.57,45995914.30,59737089.17,110308736.27,312202186.27,272155596.20,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2015,116%,112%,100%,96%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89%,128%,#N/A,162%,152%,115%,91%,153%,146%,254%,#N/A,#N/A,#N/A,#N/A,#N/A,297943120.35,298106063.01,44317227.92,44286045.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60943166.58,137474719.65,#N/A,61592939.54,61544525.27,46019854.84,59761642.09,110385294.13,312409181.67,272468217.55,#N/A,#N/A,#N/A,#N/A,#N/A
2/2/2015,111%,108%,87%,84%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17%,-3%,#N/A,-11%,-21%,31%,-5%,157%,-42%,131%,#N/A,#N/A,#N/A,#N/A,#N/A,297792919.03,297947631.34,44334620.16,44302938.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60938581.18,135972821.83,#N/A,61589787.73,61538601.02,46026400.14,59760209.47,110463982.33,309349957.10,272629725.41,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2015,106%,103%,133%,123%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164%,170%,#N/A,233%,223%,171%,198%,157%,226%,-10%,#N/A,#N/A,#N/A,#N/A,#N/A,298586255.64,298739615.54,44361264.09,44327637.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60983769.48,136077281.20,#N/A,61654680.22,61600774.41,46061928.30,59813866.58,110542729.67,309665934.55,272616905.61,#N/A,#N/A,#N/A,#N/A,#N/A
2/4/2015,109%,105%,75%,74%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62%,-14%,#N/A,30%,20%,60%,34%,157%,-14%,190%,#N/A,#N/A,#N/A,#N/A,#N/A,300533429.22,300776215.50,45165285.38,45132122.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61000846.13,138068730.49,#N/A,61663070.25,61606347.50,46074420.23,59822998.11,110621556.38,309646430.21,272851953.87,#N/A,#N/A,#N/A,#N/A,#N/A
2/5/2015,113%,109%,181%,164%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,446%,26%,#N/A,370%,360%,388%,318%,157%,55%,11%,#N/A,#N/A,#N/A,#N/A,#N/A,301357030.66,301596788.40,45707300.37,45671357.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61123995.03,137984731.52,#N/A,61666405.45,61706918.32,46155432.55,59909121.17,110700445.36,309724237.16,272864981.01,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/2015,108%,104%,21%,28%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-166%,149%,#N/A,64%,54%,-171%,-164%,160%,134%,63%,#N/A,#N/A,#N/A,#N/A,#N/A,304544159.50,304926783.15,46349625.69,46316480.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61078108.77,138078080.04,#N/A,61684374.72,61722113.84,46119641.12,59864675.13,110780728.13,309912417.46,272942359.86,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2015,113%,110%,147%,135%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47%,230%,#N/A,-37%,-47%,34%,-4%,158%,231%,122%,#N/A,#N/A,#N/A,#N/A,#N/A,297770575.69,298146617.19,46364398.29,46344843.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61091231.45,138221829.27,#N/A,61674017.88,61708987.04,46126826.83,59863602.88,110859813.64,310236161.91,273092928.61,#N/A,#N/A,#N/A,#N/A,#N/A
2/10/2015,109%,105%,47%,50%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-63%,79%,#N/A,-181%,-191%,-80%,-150%,155%,-148%,194%,#N/A,#N/A,#N/A,#N/A,#N/A,298717347.31,299091499.05,46524266.29,46505426.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61073838.44,145271155.21,#N/A,61623530.25,61655721.05,46110174.37,59822808.64,110937655.44,310028363.54,273333150.50,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2015,100%,97%,55%,56%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-122%,-111%,#N/A,-399%,-409%,-161%,-255%,160%,-193%,-90%,#N/A,#N/A,#N/A,#N/A,#N/A,299102570.65,299468954.68,46535761.20,46517265.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61040193.36,145197959.42,#N/A,61512116.42,61541547.80,46076491.77,59753583.12,111018004.37,309757848.06,273221286.96,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/2015,112%,108%,152%,141%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,288%,296%,#N/A,373%,363%,291%,361%,160%,295%,-125%,#N/A,#N/A,#N/A,#N/A,#N/A,299404505.31,299725082.48,46567850.94,46546898.60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61119964.72,145392815.94,#N/A,61615996.26,61642651.98,46137144.90,59851240.94,111098418.22,310171398.37,273066360.25,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2015,109%,105%,135%,125%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94%,281%,#N/A,156%,146%,103%,102%,160%,261%,243%,#N/A,#N/A,#N/A,#N/A,#N/A,300342010.62,300703301.76,46635298.67,46612304.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61146098.40,145577594.39,#N/A,61659568.43,61683448.89,46158659.53,59878775.94,111179070.32,310538411.34,273367047.68,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/2015,121%,118%,122%,114%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,136%,163%,#N/A,163%,153%,133%,83%,148%,114%,217%,#N/A,#N/A,#N/A,#N/A,#N/A,300712793.10,301070252.47,46661071.36,46636428.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61183679.92,145685214.43,#N/A,61704977.68,61726097.53,46186516.50,59901266.43,111253840.64,310698904.08,273636221.99,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/2015,134%,130%,106%,101%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,112%,248%,#N/A,194%,184%,124%,147%,157%,182%,107%,#N/A,#N/A,#N/A,#N/A,#N/A,301375192.43,301725378.95,46831471.78,46807687.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61214659.45,145848558.00,#N/A,61759186.31,61777536.53,46212439.66,59941075.00,111333057.11,310955679.83,273768485.54,#N/A,#N/A,#N/A,#N/A,#N/A
2/20/2015,104%,100%,248%,222%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,257%,110%,#N/A,-37%,-47%,36%,7%,139%,60%,158%,#N/A,#N/A,#N/A,#N/A,#N/A,305277239.21,305609556.12,46884154.23,46854695.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61286059.69,145921054.60,#N/A,61748898.83,61764416.04,46219982.74,59942879.44,111403152.77,311039731.48,273964557.47,#N/A,#N/A,#N/A,#N/A,#N/A
2/23/2015,108%,105%,-59%,-40%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-68%,131%,#N/A,228%,218%,165%,205%,154%,121%,66%,#N/A,#N/A,#N/A,#N/A,#N/A,305706596.95,306020093.29,46871600.57,46846250.30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61267166.02,146007776.05,#N/A,61812712.54,61825405.02,46254494.39,59998427.81,111480958.87,311209768.42,274046109.17,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2015,108%,104%,128%,120%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,173%,251%,#N/A,332%,321%,192%,224%,152%,196%,112%,#N/A,#N/A,#N/A,#N/A,#N/A,305856105.83,306166580.75,47098823.45,47071620.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61315069.15,146174095.48,#N/A,61905559.79,61915436.66,46294648.91,60059417.17,111557586.51,311486643.29,274184645.70,#N/A,#N/A,#N/A,#N/A,#N/A
2/25/2015,105%,102%,101%,96%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80%,95%,#N/A,48%,38%,73%,61%,165%,71%,169%,#N/A,#N/A,#N/A,#N/A,#N/A,306104922.75,306409797.39,47120282.40,47092100.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61337260.25,146236749.31,#N/A,61919114.15,61926208.35,50309992.43,60076060.21,111640847.44,311586467.30,274394000.15,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/2015,109%,106%,166%,152%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169%,231%,#N/A,252%,242%,157%,202%,162%,263%,74%,#N/A,#N/A,#N/A,#N/A,#N/A,305956280.24,306280696.95,47295783.46,47264517.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61384352.68,146389471.12,#N/A,61989724.19,61994014.63,50345663.36,60130933.98,111722605.79,311958099.35,274486032.62,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2015,115%,112%,358%,315%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,463%,702%,#N/A,761%,751%,456%,635%,155%,752%,219%,#N/A,#N/A,#N/A,#N/A,#N/A,306205795.90,306525440.01,50972423.52,50931911.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61513181.75,146854794.98,#N/A,62203453.68,62204970.49,50449709.04,60303771.24,111800850.13,313021124.85,274757896.83,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/2015,114%,111%,212%,191%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88%,304%,#N/A,116%,106%,89%,128%,151%,283%,585%,#N/A,#N/A,#N/A,#N/A,#N/A,306967582.12,307282783.87,51021340.04,50975925.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61537743.07,147056947.67,#N/A,62236104.36,62234836.74,50469993.47,60338821.36,111877117.93,313422627.44,275486081.15,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2015,134%,131%,13%,22%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83%,-19%,#N/A,111%,101%,88%,73%,157%,-56%,234%,#N/A,#N/A,#N/A,#N/A,#N/A,305254070.66,305571045.49,51024383.11,50980948.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61560923.33,147044021.46,#N/A,62267385.79,62263342.35,50490041.59,60358710.99,111956587.14,313343619.09,275777503.57,#N/A,#N/A,#N/A,#N/A,#N/A
3/4/2015,104%,101%,24%,31%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24%,-75%,#N/A,-88%,-98%,17%,-24%,157%,-126%,-21%,#N/A,#N/A,#N/A,#N/A,#N/A,308538008.47,308857176.16,54029871.50,53988024.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61567622.35,146894293.16,#N/A,62242687.08,62235829.25,50493997.96,60352280.08,112036122.10,313164454.48,275751691.71,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/2015,102%,98%,64%,65%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-118%,4%,#N/A,-130%,-140%,-28%,-169%,157%,20%,-74%,#N/A,#N/A,#N/A,#N/A,#N/A,309500289.49,309815717.80,54025585.29,54003904.81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61534672.60,146897274.04,#N/A,62206020.20,62196331.86,50487517.08,60305945.76,112115719.78,313193219.96,275659750.03,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2015,107%,104%,64%,65%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104%,43%,#N/A,4%,-6%,82%,74%,240%,-40%,36%,#N/A,#N/A,#N/A,#N/A,#N/A,310956673.58,311191615.20,54041925.03,54020423.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61564694.94,146926768.27,#N/A,62207149.53,62194681.47,50507034.66,60327050.00,112242328.35,313134364.75,275705098.02,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/2015,114%,110%,119%,112%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-29%,-1%,#N/A,-257%,-267%,-55%,-150%,179%,-56%,-9%,#N/A,#N/A,#N/A,#N/A,#N/A,312103029.23,312381361.21,54707335.98,54684045.13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61556222.26,146925982.36,#N/A,62131774.28,62116532.21,50493998.26,60284501.61,112336969.57,313052069.20,275693867.40,#N/A,#N/A,#N/A,#N/A,#N/A
3/10/2015,106%,103%,62%,63%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200%,45%,#N/A,258%,248%,204%,264%,57%,47%,-21%,#N/A,#N/A,#N/A,#N/A,#N/A,309089403.76,309533855.06,55003238.01,54980166.82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61614199.13,149456856.00,#N/A,62207172.95,62189159.99,50542436.05,60359496.31,112367156.61,313121480.35,275667149.57,#N/A,#N/A,#N/A,#N/A,#N/A
3/11/2015,106%,102%,66%,66%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,122%,33%,#N/A,133%,123%,123%,127%,164%,36%,57%,#N/A,#N/A,#N/A,#N/A,#N/A,312243199.27,312684285.75,55020369.04,54997327.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61649655.24,149479949.43,#N/A,62246049.76,62225250.26,50571674.53,60395564.36,112454129.60,313173959.76,275740599.52,#N/A,#N/A,#N/A,#N/A,#N/A
3/12/2015,104%,101%,134%,125%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21%,112%,#N/A,20%,11%,32%,3%,158%,138%,48%,#N/A,#N/A,#N/A,#N/A,#N/A,312096569.45,312623194.08,55054974.50,55029665.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61655830.16,149558619.70,#N/A,62251998.17,62228423.38,50579343.22,60396486.78,112537826.56,313377066.83,275802685.60,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2015,109%,105%,134%,126%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,217%,241%,#N/A,359%,350%,222%,265%,158%,240%,125%,#N/A,#N/A,#N/A,#N/A,#N/A,312336402.81,312718120.10,55089843.25,55062230.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61718856.38,149728149.83,#N/A,62357237.19,62330886.62,50632288.24,60471929.95,112621592.62,313730958.86,275964477.89,#N/A,#N/A,#N/A,#N/A,#N/A
3/16/2015,111%,108%,118%,111%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,186%,292%,#N/A,217%,207%,183%,162%,161%,137%,201%,#N/A,#N/A,#N/A,#N/A,#N/A,312300127.54,312697469.26,55270518.22,55241128.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61772795.09,149933945.28,#N/A,62420853.51,62391677.68,50676042.55,60518216.16,112707198.69,318933069.73,276225822.98,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2015,113%,110%,170%,156%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,289%,236%,#N/A,414%,405%,296%,390%,157%,263%,124%,#N/A,#N/A,#N/A,#N/A,#N/A,309466782.67,309830125.90,61314901.08,61281773.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61856962.41,150100351.03,#N/A,62542550.73,62510587.33,50746670.84,60629246.65,112790797.70,319327780.44,281386906.09,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/2015,103%,99%,48%,51%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138%,89%,#N/A,132%,122%,120%,172%,158%,33%,218%,#N/A,#N/A,#N/A,#N/A,#N/A,310466349.60,310820896.70,61328794.59,61296575.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61897273.55,150163610.09,#N/A,62581387.04,62546636.07,50775465.16,60678291.41,112874987.11,321277303.05,283576257.24,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2015,96%,93%,43%,46%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-90%,-67%,#N/A,-304%,-313%,-101%,-167%,157%,-131%,46%,#N/A,#N/A,#N/A,#N/A,#N/A,311580271.12,311902685.46,61341140.66,61309718.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61871024.79,150116027.73,#N/A,62491871.46,62454331.21,50751425.44,60630489.46,112958723.97,321079108.30,283637449.27,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/2015,109%,106%,96%,92%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168%,212%,#N/A,240%,231%,167%,191%,157%,213%,-77%,#N/A,#N/A,#N/A,#N/A,#N/A,314440317.31,314758251.86,61368937.14,61336379.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61920051.54,150265902.31,#N/A,62562584.10,62522258.69,50791306.90,60685031.29,113041997.47,322401945.13,283534590.15,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2015,119%,116%,172%,159%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,331%,232%,#N/A,342%,333%,284%,292%,42%,242%,181%,#N/A,#N/A,#N/A,#N/A,#N/A,315516681.07,315836425.37,61418523.92,61382179.50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62016554.62,150430456.49,#N/A,62663491.66,62620378.13,50859292.94,60768531.88,113064464.07,322768875.18,284776830.75,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2015,105%,102%,94%,91%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48%,59%,#N/A,32%,23%,55%,46%,161%,70%,202%,#N/A,#N/A,#N/A,#N/A,#N/A,317092792.53,317407327.81,61445752.96,61408402.60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62030591.13,150472532.52,#N/A,62673030.62,62627124.87,50872597.51,60781687.98,113150043.63,322876089.52,285048443.80,#N/A,#N/A,#N/A,#N/A,#N/A
3/25/2015,105%,102%,101%,97%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91%,189%,#N/A,78%,68%,90%,87%,160%,88%,74%,#N/A,#N/A,#N/A,#N/A,#N/A,317984623.54,318269713.96,61530112.87,61491459.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62057249.73,150606277.64,#N/A,62696033.71,62647335.25,50894113.65,60806572.30,113235202.64,323009815.07,285148047.06,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2015,105%,102%,92%,89%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69%,56%,#N/A,15%,6%,70%,54%,178%,46%,87%,#N/A,#N/A,#N/A,#N/A,#N/A,315892533.40,316176765.89,61556799.86,61517155.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62077334.03,149645930.89,#N/A,62700479.25,62648987.37,50910962.90,60821907.52,113330278.39,323080407.58,285265225.78,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2015,106%,103%,287%,256%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46%,125%,#N/A,-18%,-27%,46%,29%,164%,110%,56%,#N/A,#N/A,#N/A,#N/A,#N/A,315585068.72,315893877.85,61640056.94,61591363.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62090820.88,149734078.58,#N/A,62695285.34,62640999.86,50922117.01,60830329.09,113418050.96,323247318.95,285340597.38,#N/A,#N/A,#N/A,#N/A,#N/A
3/30/2015,115%,111%,159%,146%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,181%,254%,#N/A,224%,215%,192%,251%,166%,229%,103%,#N/A,#N/A,#N/A,#N/A,#N/A,314455412.67,314753603.49,61686395.67,61633880.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62143719.29,149913580.63,#N/A,62761441.34,62704362.73,50968105.28,60902399.32,113506710.32,316096618.72,285479788.81,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/2015,107%,103%,176%,161%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,147%,226%,#N/A,159%,150%,152%,157%,168%,276%,193%,#N/A,#N/A,#N/A,#N/A,#N/A,314613339.30,314795544.57,61737593.42,61680526.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62186758.99,150072992.71,#N/A,62808386.05,62748530.61,51004543.51,60947434.43,113685654.04,316622288.74,285739815.51,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/2015,110%,107%,-59%,-39%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,238%,224%,#N/A,373%,364%,242%,277%,168%,153%,228%,#N/A,#N/A,#N/A,#N/A,#N/A,314955848.27,315040530.93,61720546.57,61669182.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62256418.72,150231482.12,#N/A,62918861.57,62856263.37,51062782.20,61027021.06,113685654.04,316849975.14,278655797.20,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2015,107%,104%,180%,164%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91%,248%,#N/A,75%,66%,93%,82%,168%,258%,136%,#N/A,#N/A,#N/A,#N/A,#N/A,316564645.47,316677614.14,61772772.17,61716722.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62282987.26,150406712.38,#N/A,62941189.81,62875844.08,51085244.48,61050599.74,113775534.85,317235115.07,278834113.02,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2015,120%,117%,133%,124%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185%,157%,#N/A,237%,228%,193%,196%,168%,166%,215%,#N/A,#N/A,#N/A,#N/A,#N/A,317143843.95,317340939.43,61811398.06,61752708.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62337298.75,150517977.61,#N/A,63011532.63,62943372.38,51131669.00,61107062.44,113865447.08,317483894.38,279116422.42,#N/A,#N/A,#N/A,#N/A,#N/A
